ID,ENTRYTYPE,title,author,year,journal,booktitle,volume,number,pages,doi,url,abstract,aggregating_evidence,cited_by,colrev.dblp.dblp_key,colrev_data_provenance,colrev_masterdata_provenance,colrev_origin,colrev_status,curation_id,fulltext,goal_rowe,language,literature_review,lr_type_pare_et_al,note,r_agenda,r_agenda_levels,r_gaps,synthesis,theory_building,topic
MamonovPeterson2020,inproceedings,The Role of IT in Innovation at the Organizational Level – A Literature Review,"Mamonov, Stanislav and Peterson, Richard",2020,,Proceedings of the Annual Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2020.580,http://hdl.handle.net/10125/64322,,,1,https://dblp.org/rec/conf/hicss/MamonovP20,"{'url': {'source': 'md_curated.bib/000295', 'note': ''}, 'language': {'source': 'md_curated.bib/000295', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000289', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000295|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000289', 'md_crossref.bib/000082', 'md_curated.bib/000295', 'md_dblp.bib/000294']",md_prepared,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#MamonovPeterson2020,,,eng,,,,,,,,,
MamonovPeterson2021,article,The role of IT in organizational innovation - A systematic literature review,"Mamonov, Stanislav and Peterson, Richard",2021,The Journal of Strategic Information Systems,,30,4,101696,10.1016/J.JSIS.2021.101696,https://www.sciencedirect.com/science/article/pii/S0963868721000433,,,28,https://dblp.org/rec/journals/jsis/MamonovP21,"{'doi': {'source': 'md_curated.bib/000054', 'note': ''}, 'url': {'source': 'md_curated.bib/000054', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000041', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000054|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/the-journal-of-strategic-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000041', 'md_crossref.bib/000011', 'md_curated.bib/000054', 'md_dblp.bib/000056']",md_prepared,https://github.com/CoLRev-curations/the-journal-of-strategic-information-systems#MamonovPeterson2021,,,eng,,,,,,,,,
MamunDavidMaiEtAl2018,inproceedings,The First 10 Years of NeuroIS: A Systematic Literature Review of NeuroIS Publications (2007 - 2017),"Mamun, Md Rasel Al and David, Alsius and Mai, Bin and Kim, Dan J. and Parsons, Thomas D",2018,,Proceedings of the Annual Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2018.032,http://hdl.handle.net/10125/49919,,,0,https://dblp.org/rec/conf/hicss/MamunDMKP18,"{'url': {'source': 'md_curated.bib/000298', 'note': ''}, 'language': {'source': 'md_curated.bib/000298', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000290', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000298|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000290', 'md_crossref.bib/000083', 'md_curated.bib/000298', 'md_dblp.bib/000296']",md_prepared,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#MamunDavidMaiEtAl2018,,,eng,,,,,,,,,
MandrellaZanderKolbe2016,inproceedings,IT-Based Value Co-Creation - A Literature Review and Directions for Future Research,"Mandrella, Markus and Zander, Sebastian and Kolbe, Lutz M.",2016,,Hawaii International Conference on System Sciences,,,,10.1109/HICSS.2016.43,https://ieeexplore.ieee.org/document/7427218,,,10,https://dblp.org/rec/conf/hicss/MandrellaZK16,"{'doi': {'source': 'md_curated.bib/000300', 'note': ''}, 'url': {'source': 'https://www.doi.org/10.1109/HICSS.2016.43', 'note': ''}, 'language': {'source': 'md_curated.bib/000300', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000291', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000300|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000291', 'md_crossref.bib/000085', 'md_curated.bib/000300', 'md_dblp.bib/000300']",md_prepared,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#MandrellaZanderKolbe2016,,,eng,,,,,,,,,
MangalarajSinghTaneja2014,inproceedings,IT Governance Frameworks and COBIT - A Literature Review,"Mangalaraj, George and Singh, Anil and Taneja, Aakash",2014,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2014/StrategicUse/GeneralPresentations/13,,,,https://dblp.org/rec/conf/amcis/MangalarajST14,"{'url': {'source': 'md_curated.bib/000133', 'note': ''}, 'language': {'source': 'md_curated.bib/000133', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000155', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000133|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000155', 'md_curated.bib/000133', 'md_dblp.bib/000131']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#MangalarajSinghTaneja2014,,,eng,,,,,,,,,
Mantena2012,article,Literature survey: Mathematical models in the analysis of durable goods with emphasis on information systems and operations management issues,"Mantena, Ravi and Tilson, Vera and Zheng, Xiaobo",2012,Decision Support Systems,,53,2,331--344,10.1016/J.DSS.2012.01.012,,,False,17,,,,,,,,Describing,en,,narrative-review,,True,comprehensive,True,True,True,Other Domain
Marble2000,article,Operationalising the implementation puzzle: an argument for eclecticism in research and in practice,"Marble, R P",2000,European Journal of Information Systems,,9,3,132--147,10.1057/PALGRAVE/EJIS/3000369,,,False,3,,,,,,,,Describing,,,narrative-review,,False,none,False,True,False,Software Development
MarquesGraeml2017,inproceedings,Collective Intelligence and the Mapping of Accessible Ways in the City - a Systematic Literature Review,"Marques, Valmir Luiz and Graeml, Alexandre Reis",2017,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2017/SocialTechincal/Presentations/8,,,,https://dblp.org/rec/conf/amcis/MarquesG17,"{'url': {'source': 'md_curated.bib/000135', 'note': ''}, 'language': {'source': 'md_curated.bib/000135', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000156', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000135|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000156', 'md_curated.bib/000135', 'md_dblp.bib/000134']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#MarquesGraeml2017,,,eng,,,,,,,,,
MarroneHammerle2016,inproceedings,An Integrated Literature Review - Establishing Relevance for Practitioners,"Marrone, Mauricio and Hammerle, Mara",2016,,International Conference on Information Systems,,,,,http://aisel.aisnet.org/icis2016/Methodological/Presentations/7,,,,https://dblp.org/rec/conf/icis/MarroneH16,"{'url': {'source': 'md_curated.bib/000002', 'note': ''}, 'language': {'source': 'md_curated.bib/000002', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000001', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000002|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/international-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000001', 'md_curated.bib/000002', 'md_dblp.bib/000002']",md_prepared,https://github.com/CoLRev-curations/international-conference-on-information-systems#MarroneHammerle2016,,,eng,,,,,,,,,
MartensTeuteberg2009,inproceedings,Why risk management matters in IT outsourcing - A systematic literature review and elements of a research agenda,"Martens, Benedikt and Teuteberg, Frank",2009,,European Conference on Information Systems,,,,,http://aisel.aisnet.org/ecis2009/451,,,,https://dblp.org/rec/conf/ecis/MartensT09,"{'url': {'source': 'md_curated.bib/000045', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000083', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000045|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/european-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000083', 'md_curated.bib/000045', 'md_dblp.bib/000047']",md_prepared,https://github.com/CoLRev-curations/european-conference-on-information-systems#MartensTeuteberg2009,,,eng,,,,,,,,,
Mathiassen2007,article,A Contigency Model for Requirements Development,"Tuunanen, Tuure and Rossi, Matti and Saarinen, Timo and Mathiassen, Lars",2007,Journal of the Association for Information Systems,,8,11,569--597,10.17705/1JAIS.00143,,,False,34,,,,,,,,Explaining,,,theoretical-review,,False,none,False,True,True,Software Development
Mattke2019,inproceedings,Advertising-Funded IS - A Literature Review on Factors Influencing Users Clicking Behavior for In-App Ads,"Mattke, Jens",2019,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2019/adoption_diffusion_IT/adoption_diffusion_IT/9,,,,https://dblp.org/rec/conf/amcis/Mattke19,"{'url': {'source': 'md_curated.bib/000138', 'note': ''}, 'language': {'source': 'md_curated.bib/000138', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000157', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000138|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000157', 'md_curated.bib/000138', 'md_dblp.bib/000137']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#Mattke2019,,,eng,,,,,,,,,
Melville2004,article,Review: Information Technology and Organizational Performance: An Integrative Model of IT Business Value,Melville and Kraemer and Gurbaxani,2004,MIS Quarterly,,28,2,283,10.2307/25148636,,,False,1938,,,,,,,,Explaining,,,theoretical-review,,True,comprehensive,True,True,True,IS Value
Merali2012,article,"Information systems strategy: Past, present, future?","Merali, Yasmin and Papadopoulos, Thanos and Nadkarni, Tanvee",2012,The Journal of Strategic Information Systems,,21,2,125--153,10.1016/J.JSIS.2012.04.002,,,False,133,,,,,,,,Describing,en,,narrative-review,,False,none,False,True,False,Other Domain
Merz2018,inproceedings,Mechanisms to Select Ideas in Crowdsourced Innovation Contests - A Systematic Literature Review and Research Agenda,"Merz, Alexander Benedikt",2018,,European Conference on Information Systems,,,,,https://aisel.aisnet.org/ecis2018_rp/68,,,,https://dblp.org/rec/conf/ecis/Merz18,"{'url': {'source': 'md_curated.bib/000051', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000084', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000051|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/european-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000084', 'md_curated.bib/000051', 'md_dblp.bib/000052']",md_prepared,https://github.com/CoLRev-curations/european-conference-on-information-systems#Merz2018,,,eng,,,,,,,,,
MihailescuMihailescu2009,inproceedings,Exploring the Nature of Information Systems Development Methodology - A Synthesized View Based on a Literature Review,"Mihailescu, Daniela and Mihailescu, Marius",2009,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2009/301,,,,https://dblp.org/rec/conf/amcis/MihailescuM09,"{'url': {'source': 'md_curated.bib/000141', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000158', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000141|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000158', 'md_curated.bib/000141', 'md_dblp.bib/000142']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#MihailescuMihailescu2009,,,eng,,,,,,,,,
MihailescuMihailescu2009a,inproceedings,Exploring the Nature of Information Systems Development Methodology - A Sythesized View Based on a Literature Review,"Mihailescu, Daniela and Mihailescu, Marius",2009,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2009/326,,,,https://dblp.org/rec/conf/amcis/MihailescuM09a,"{'url': {'source': 'md_curated.bib/000146', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000159', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000146|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000159', 'md_curated.bib/000146', 'md_dblp.bib/000147']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#MihailescuMihailescu2009a,,,eng,,,,,,,,,
Mingers2014,article,"An integrative semiotic framework for information systems: The social, personal and material worlds","Mingers, John and Willcocks, Leslie",2014,Information and Organization,,24,1,48--70,10.1016/J.INFOANDORG.2014.01.002,,,False,52,,,,,,,,Describing,en,,narrative-review,,False,none,False,True,False,Human Computer Interaction
MiniWidjaja2019,inproceedings,Tensions in Digital Platform Business Models - A Literature Review,"Mini, Tobias and Widjaja, Thomas",2019,,International Conference on Information Systems,,,,,https://aisel.aisnet.org/icis2019/is_heart_of_innovation_ecosystems/innovation_ecosystems/6,,,,https://dblp.org/rec/conf/icis/MiniW19,"{'url': {'source': 'md_curated.bib/000055', 'note': ''}, 'language': {'source': 'md_curated.bib/000055', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000020', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000055|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/international-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000020', 'md_curated.bib/000055', 'md_dblp.bib/000054']",md_prepared,https://github.com/CoLRev-curations/international-conference-on-information-systems#MiniWidjaja2019,,,eng,,,,,,,,,
Miranda2005,article,Moments of Governance in is Outsourcing: Conceptualizing Effects of Contracts on Value Capture and Creation,"Miranda, Shaila M and Kavan, C Bruce",2005,Journal of Information Technology,,20,3,152--169,10.1057/PALGRAVE.JIT.2000045,,"Research on the governance of IS outsourcing has recognized two moments of governance: the formal outsourcing contract (promissory contract) and post-contractual relationship management (psychological contract). While this research has been prescriptive of contract terms that lead to successful outsourcing, there is need for clarity on what specific governance options are available at each moment of governance and how governance choices at one moment affect those at another, and consequently affect outsourcing outcomes. This paper draws on theoretical and empirical work in the areas of governance and contracts to develop a model of IS outsourcing governance, delineating specific moments of governance (MoG). It describes how the IS outsourcing context circumscribes market, hierarchy, and network governance options that are available at the promissory contract and psychological contract moments. Processes and structures that constitute governance choices at each moment of governance are identified. This analysis of outcomes recognizes an inherent tension in interorganizational relationships: firms’ desire for value capture or efficiency vs their desire for value creation or innovation. We explore how choices in formulating the promissory contract affect the psychological contract, and how psychological contract choices impact value capture and creation. The paper concludes by exploring the implications of the MoG model for practitioners and suggesting areas in which further conceptualization and empirical work may be beneficial.",False,80,,,,,,,,Explaining,en,,theoretical-review,,False,partial,True,True,True,Outsourcing
MirschLehrerJung2016,inproceedings,Channel Integration towards Omnichannel Management - a literature Review,"Mirsch, Tobias and Lehrer, Christiane and Jung, Reinhard",2016,,Pacific Asia Conference on Information Systems,,,,,https://aisel.aisnet.org/pacis2016/288,,,,https://dblp.org/rec/conf/pacis/MirschLJ16,"{'url': {'source': 'md_curated.bib/000358', 'note': ''}, 'language': {'source': 'md_curated.bib/000358', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000361', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000358|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/pacific-asia-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000361', 'md_curated.bib/000358', 'md_dblp.bib/000357']",md_prepared,https://github.com/CoLRev-curations/pacific-asia-conference-on-information-systems#MirschLehrerJung2016,,,eng,,,,,,,,,
